Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
16009400,2016,EPD ,DISPUTE,ARREST
16009411,2016,EPD ,DISPUTE,ARREST
16009506,2016,EPD ,LOCATION STOLEN VEHICLE,ARREST
16009514,2016,EPD ,FOLLOW UP,ARREST
16009595,2016,EPD ,DISORDERLY SUBJECT,ARREST
16009679,2016,EPD ,WARRANT SERVICE,ARREST
16009873,2016,EPD ,SUSPICIOUS CONDITIONS,ARREST
16009927,2016,EPD ,WARRANT SERVICE,ARREST
16010053,2016,EPD ,TRAFFIC STOP,ARREST
16010234,2016,EPD ,THEFT,ARREST
16010380,2016,EPD ,CRIMINAL TRESPASS,ARREST
16010467,2016,EPD ,RECOVERED STOLEN VEHICLE,ARREST
16010576,2016,EPD ,WARRANT SERVICE,ARREST
16010734,2016,EPD ,CRIMINAL TRESPASS,ARREST
16010748,2016,EPD ,PERSON STOP,ARREST
16010853,2016,EPD ,TRAFFIC STOP,ARREST
16010882,2016,EPD ,DUII,ARREST
16010905,2016,EPD ,PERSON STOP,ARREST
16010920,2016,EPD ,CRIMINAL TRESPASS,ARREST
16010936,2016,EPD ,LOCATION WANTED SUBJECT,ARREST
16010956,2016,EPD ,SUSPICIOUS SUBJECT,ARREST
16010960,2016,EPD ,PATROL CHECK,ARREST
16010992,2016,EPD ,ARREST,ARREST
16011288,2016,EPD ,LOCATION STOLEN PROPERTY,ARREST
16011315,2016,EPD ,DWS,ARREST
16011334,2016,EPD ,WARRANT SERVICE,ARREST
16011356,2016,EPD ,PERSON STOP,ARREST
16011405,2016,EPD ,DISORDERLY SUBJECT,ARREST
16011489,2016,EPD ,PERSON STOP,ARREST
16011491,2016,EPD ,CHECK WELFARE,ARREST
16011516,2016,EPD ,WARRANT SERVICE,ARREST
16011556,2016,EPD ,TRAFFIC STOP,ARREST
16011611,2016,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
16011737,2016,EPD ,DISPUTE,ARREST
16011785,2016,EPD ,DISORDERLY SUBJECT,ARREST
16011837,2016,EPD ,DISORDERLY SUBJECT,ARREST
16011839,2016,EPD ,DUII,ARREST
16011850,2016,EPD ,DISPUTE,ARREST
16011869,2016,EPD ,TRAFFIC STOP,ARREST
16011900,2016,EPD ,DISORDERLY SUBJECT,ARREST
16012211,2016,EPD ,PERSON STOP,ARREST
16012362,2016,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
16012459,2016,EPD ,PERSON STOP,ARREST
16012460,2016,EPD ,SUSPICIOUS SUBJECT,ARREST
16012483,2016,EPD ,PERSON STOP,ARREST
16012537,2016,EPD ,DUII,ARREST
16012590,2016,EPD ,DISORDERLY SUBJECT,ARREST
16012626,2016,EPD ,DISORDERLY PARTY,ARREST
16012638,2016,EPD ,ASSAULT,ARREST
16012657,2016,EPD ,CRIMINAL TRESPASS,ARREST
16012733,2016,EPD ,DUII,ARREST
16012758,2016,EPD ,WARRANT SERVICE,ARREST
16012780,2016,EPD ,CRIMINAL TRESPASS,ARREST
16012782,2016,EPD ,DUII,ARREST
16013030,2016,EPD ,WARRANT SERVICE,ARREST
16013061,2016,EPD ,CRIMINAL TRESPASS,ARREST
16013412,2016,EPD ,DISPUTE,ARREST
16013524,2016,EPD ,LOCATION WANTED SUBJECT,ARREST
16013604,2016,EPD ,CRIMINAL TRESPASS,ARREST
16013627,2016,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
16013628,2016,EPD ,ROBBERY,ARREST
16013647,2016,EPD ,TRAFFIC STOP,ARREST
16013659,2016,EPD ,WARRANT SERVICE,ARREST
16013734,2016,EPD ,DISORDERLY SUBJECT,ARREST
16013773,2016,EPD ,FIGHT,ARREST
16013911,2016,EPD ,DISPUTE,ARREST
16013936,2016,EPD ,WARRANT SERVICE,ARREST
16013948,2016,EPD ,VIOLATION OF RESTRAINING ORDER,ARREST
16014019,2016,EPD ,FOLLOW UP,ARREST
16014043,2016,EPD ,ASSAULT,ARREST
16014137,2016,EPD ,WARRANT SERVICE,ARREST
16014172,2016,EPD ,WARRANT SERVICE,ARREST
16014237,2016,EPD ,CRIMINAL TRESPASS,ARREST
16014373,2016,EPD ,WARRANT SERVICE,ARREST
16014523,2016,EPD ,RECOVERED STOLEN VEHICLE,ARREST
16014728,2016,EPD ,DISPUTE,ARREST
16014735,2016,EPD ,DISPUTE,ARREST
16014791,2016,EPD ,DISORDERLY SUBJECT,ARREST
16014796,2016,EPD ,DISPUTE,ARREST
16014879,2016,EPD ,DISPUTE,ARREST
16015024,2016,EPD ,PERSON STOP,ARREST
16015104,2016,EPD ,CRIMINAL TRESPASS,ARREST
16015186,2016,EPD ,WARRANT SERVICE,ARREST
16015287,2016,EPD ,WARRANT SERVICE,ARREST
16015398,2016,EPD ,FOLLOW UP,ARREST
16015615,2016,EPD ,HAZARD SAFETY,ARREST
16015638,2016,EPD ,PERSON STOP,ARREST
16015792,2016,EPD ,CHECK WELFARE,ARREST
16015846,2016,EPD ,LOCATION WANTED SUBJECT,ARREST
16015993,2016,EPD ,ASSIST OUTSIDE AGENCY,ARREST
16016025,2016,EPD ,TRAFFIC STOP,ARREST
16016166,2016,EPD ,TRAFFIC STOP,ARREST
16016212,2016,EPD ,NUDE SUBJECT,ARREST
16016247,2016,EPD ,ASSIST OUTSIDE AGENCY,ARREST
16016304,2016,EPD ,PERSON STOP,ARREST
16016306,2016,EPD ,VEHICLE/PEDESTRIAN CRASH,ARREST
16016321,2016,EPD ,ATTEMPT TO LOCATE DRUNK DRIVER,ARREST
16016348,2016,EPD ,SHOPLIFT,ARREST
16016370,2016,EPD ,ASSAULT,ARREST
16016430,2016,EPD ,DUII,ARREST
16016435,2016,EPD ,DISORDERLY SUBJECT,ARREST
16016438,2016,EPD ,TRAFFIC STOP,ARREST
16016450,2016,EPD ,PERSON STOP,ARREST
16016498,2016,EPD ,DISPUTE,ARREST
16016508,2016,EPD ,TRAFFIC STOP,ARREST
16016527,2016,EPD ,CRIMINAL TRESPASS,ARREST
16016602,2016,EPD ,PERSON STOP,ARREST
16016709,2016,EPD ,WARRANT SERVICE,ARREST
16016853,2016,EPD ,WARRANT SERVICE,ARREST
16016897,2016,EPD ,SHOPLIFT 3050 PROGRAM,ARREST
16017058,2016,EPD ,TRAFFIC STOP,ARREST
16017099,2016,EPD ,ASSAULT,ARREST
16017112,2016,EPD ,LOCATION STOLEN PROPERTY,ARREST
16017133,2016,EPD ,PERSON STOP,ARREST
16017181,2016,EPD ,SUSPICIOUS SUBJECT,ARREST
16017228,2016,EPD ,PATROL CHECK,ARREST
16017273,2016,EPD ,PERSON STOP,ARREST
16017306,2016,EPD ,INDECENT EXPOSURE,ARREST
16017348,2016,EPD ,DISPUTE,ARREST
16017365,2016,EPD ,ASSAULT WITH INJURY,ARREST
16017380,2016,EPD ,BURGLARY,ARREST
16017397,2016,EPD ,DISPUTE,ARREST
16017399,2016,EPD ,ASSAULT,ARREST
16017534,2016,EPD ,TRAFFIC STOP,ARREST
16017848,2016,EPD ,TRAFFIC STOP,ARREST
16018003,2016,EPD ,LOCATION WANTED SUBJECT,ARREST
16018009,2016,EPD ,LOCATION WANTED SUBJECT,ARREST
16018096,2016,EPD ,MOTOR VEH ACC NO INJURY,ARREST
16018181,2016,EPD ,DUII,ARREST
16018220,2016,EPD ,TRAFFIC STOP,ARREST
